,max_betweenness_centrality,avg_betweenness_centrality,max_load_centrality,avg_load_centrality,max_closeness_centrality,avg_closeness_centrality,max_harmonic_centrality,avg_harmonic_centrality,max_degree_centrality,avg_degree_centrality,max_eigenvector_centrality,avg_eigenvector_centrality,max_number_of_cliques,avg_number_of_cliques,max_size_of_cliques,avg_size_of_cliques,max_clustering_coefficent,avg_clustering_coefficent,max_traingle_coefficient,avg_traingle_coefficient,max_square_clustering_coefficient,avg_square_clustering_coefficient,max_avg_neighbour_degree,avg_avg_neighbour_degree,max_eccentricity,avg_eccentricity,Updates,A-Updates,W-Updates,A-Prefix,W-Prefix,A-Dup,W-Dup,AW-Mix,Average AS-path length,Maximum AS-path length,Average packet size,file_name
0,0.2889669677882161,0.007962600143230705,0.2856164897786898,0.00796260014323071,0.39565627950897075,0.24068212060963945,204.20000000000022,110.67724747474753,0.16706443914081145,0.009762473008296349,0.37557634730720213,0.021949072675972056,86,3.5023809523809524,7,2.5047619047619047,1.0,0.09288470960604431,133,2.9571428571428573,1.0,0.04216617011613313,70.0,12.978593050377208,11.0,8.164285714285715,1771,1571,100,8024,940,6542,539,1442,6.255065554231227,35,107.83455674760023,updates.20140404.0655.json
1,0.28988786293802005,0.006914560492582256,0.28734641476610934,0.006914560492582256,0.3686382393397524,0.22202998830825937,245.03095238095284,131.603417935262,0.13805970149253732,0.007351510603407586,0.3644099837002551,0.017619497482360875,91,3.2476722532588456,9,2.474860335195531,1.0,0.07381010633904941,163,2.9385474860335195,1.0,0.0344739897470358,74.0,13.698413734520164,13.0,9.320297951582868,1929,1707,133,5287,429,4179,323,444,6.238674033149171,17,97.6215655780197,updates.20140402.1415.json
2,0.26453660252234923,0.007417712632476278,0.2615721339840969,0.0074177126324762735,0.3977072310405644,0.24080364767084148,220.5428571428574,118.576215696791,0.164079822616408,0.009085022467280218,0.35259975907928903,0.02029675818977916,89,3.4026548672566372,8,2.5486725663716814,1.0,0.07910222515468202,172,3.743362831858407,1.0,0.03922150585416978,74.0,13.07179047284967,12.0,8.926991150442477,1998,1783,143,4229,509,2835,383,517,6.280898876404494,20,94.63513513513513,updates.20140402.1455.json
3,0.40080665143100846,0.007325476834722577,0.3954466966904212,0.00732547683472258,0.41280148423005564,0.24469625126279576,222.99285714285753,118.25603763451315,0.1707865168539326,0.008918224416788436,0.37976793998232533,0.02086532563213029,95,3.3587443946188342,8,2.495515695067265,1.0,0.08459123229804547,146,3.0538116591928253,1.0,0.03414485146492707,76.0,12.40258215205616,11.0,8.778026905829597,1974,1780,123,4164,394,2891,302,377,6.180354267310789,40,97.40830800405269,updates.20140401.1715.json
4,0.31763794392906325,0.005878837387239714,0.3114866609678178,0.00587883738723971,0.3757054859922155,0.22796351082772212,276.2976190476192,148.9968673302008,0.12956810631229237,0.006347002528883873,0.36414859129077337,0.016181701725449065,88,3.1177446102819237,8,2.4212271973466004,1.0,0.06554874939827225,150,2.5621890547263684,1.0,0.03148946350786636,78.0,12.686313575515705,,,1976,1744,136,4328,662,3308,480,454,6.322737068965517,22,96.13410931174089,updates.20140403.1115.json
5,0.30222353702577726,0.00715958974521577,0.2988479135950067,0.007159589745215769,0.4050179211469534,0.24583265951446232,221.93333333333368,120.24639456692458,0.16150442477876106,0.008722577116177346,0.34759408093195104,0.020344813738189138,84,3.253863134657837,9,2.5187637969094925,1.0,0.0832227427889588,142,3.3509933774834435,1.0,0.04285199373237341,73.0,12.331738409361124,11.0,7.8344370860927155,1999,1759,122,4005,618,3166,493,592,6.055172413793104,20,94.80040020010004,updates.20140331.1315.json
6,0.2369541717680867,0.007061777704931219,0.23495330265517678,0.007061777704931226,0.3894736842105263,0.23693231103649354,225.8833333333338,124.11993422667717,0.13721413721413722,0.008238369234219797,0.35888827778582705,0.019340016653219074,78,3.323651452282158,9,2.462655601659751,1.0,0.07593840103213141,140,2.7448132780082988,1.0,0.0336486961578423,66.0,12.415752553830254,11.0,8.0,1987,1778,121,4465,565,3406,425,441,6.188266666666666,20,95.09008555611474,updates.20140401.0040.json
7,0.39944623256333045,0.0060206849634249346,0.39507588541158417,0.006020684963424926,0.40636846095526913,0.2443019991521998,259.95000000000067,141.65576542224593,0.14738805970149255,0.007726729481086229,0.369294664968283,0.018224036081194144,97,3.4860335195530725,9,2.435754189944134,1.0,0.07229501972946212,151,2.798882681564246,1.0,0.044662524902844516,79.0,14.695708944275404,10.0,7.918063314711359,2022,1780,135,4445,796,3326,619,703,6.202004219409282,20,94.11275964391692,updates.20140404.0110.json
8,0.2814146254079427,0.006231035563842501,0.27780233194737153,0.006231035563842508,0.36901162456270625,0.21993766687363348,271.1880952380954,142.78214808122527,0.13949579831932774,0.006181264452089548,0.3993292681579654,0.016466265961066744,110,3.151006711409396,8,2.3758389261744965,1.0,0.06518680679560344,166,2.3003355704697985,0.5,0.02822505499012574,83.0,12.837367764690276,,,2026,1802,123,4532,476,3324,328,421,5.900575614861329,15,94.1229022704837,updates.20140403.1005.json
9,0.2599467278615251,0.006945630963476074,0.25513949447824225,0.006945630963476083,0.3833841463414634,0.23195617846117075,234.7333333333338,127.1468600403126,0.1411530815109344,0.007778724478525635,0.37756627493348577,0.018968143283265577,90,3.2976190476190474,8,2.4563492063492065,1.0,0.07148406046768488,153,2.6488095238095237,1.0,0.03422373267564416,71.0,12.576199707412929,11.0,8.162698412698413,1976,1754,120,4735,636,3772,489,543,5.97588424437299,16,97.90637651821862,updates.20140403.1425.json
