Unnamed: 0,max_betweenness_centrality,avg_betweenness_centrality,max_load_centrality,avg_load_centrality,max_closeness_centrality,avg_closeness_centrality,max_harmonic_centrality,avg_harmonic_centrality,max_degree_centrality,avg_degree_centrality,max_eigenvector_centrality,avg_eigenvector_centrality,max_number_of_cliques,avg_number_of_cliques,max_size_of_cliques,avg_size_of_cliques,max_clustering_coefficent,avg_clustering_coefficent,max_traingle_coefficient,avg_traingle_coefficient,max_square_clustering_coefficient,avg_square_clustering_coefficient,max_avg_neighbour_degree,avg_avg_neighbour_degree,max_eccentricity,avg_eccentricity,Updates,A-Updates,W-Updates,A-Prefix,W-Prefix,A-Dup,W-Dup,AW-Mix,Average AS-path length,Maximum AS-path length,Average packet size,file_name
0,0.386967886881113,0.0330363885763605,0.3836757445453099,0.0330363885763605,0.423963133640553,0.2630198636497463,47.56666666666669,27.80056401185432,0.1847826086956521,0.0357643758765778,0.3780193051185425,0.0599936906658926,20,2.838709677419355,4,2.376344086021505,1.0,0.1077434916618977,22,1.4193548387096775,0.2857142857142857,0.0484206292928375,17.0,5.84491531379577,11.0,8.161290322580646,191,170,21,391,73,229,25,112,4.7,13,56.654450261780106,updates.20050118.2345.json
1,0.42885473805532,0.0015216014625855,0.427927061921014,0.0015216014625855,0.4057581573896353,0.242754621850405,1039.7833333333472,541.9012218094483,0.1764427625354777,0.0014573562269771,0.6464303035577735,0.0089158621899302,372,2.738534278959811,7,2.1872340425531918,1.0,0.0785982899425111,157,0.8184397163120567,1.0,0.0198735448523163,373.0,68.44393994669393,10.0,7.023167848699764,6553,6460,93,27198,1309,14340,618,1653,5.110663983903421,18,67.4954982450786,updates.20010920.0259.json
2,0.3451880646235484,0.0253876088069636,0.3438058243727597,0.0253876088069636,0.4019292604501607,0.2516951282506455,59.88333333333339,35.54373897707232,0.144,0.0273015873015873,0.3985139229342604,0.0485723114204706,15,2.6587301587301586,5,2.4444444444444446,1.0,0.1011678745572303,26,1.238095238095238,1.0,0.0394352669278956,14.0,5.30127171238866,10.0,7.46031746031746,214,189,22,345,74,217,25,82,5.453125,17,56.86915887850467,updates.20050115.1420.json
3,0.3492370970780063,0.0250090321997922,0.3443678191547507,0.0250090321997922,0.4275618374558304,0.261046312173232,63.03333333333336,35.539467863648184,0.1900826446280991,0.0277740143611976,0.4342198929659464,0.0498024769189703,25,2.844262295081968,4,2.3278688524590163,1.0,0.0681540937505047,33,1.2540983606557377,0.3333333333333333,0.0306958502504338,18.0,6.301456732069703,9.0,7.254098360655738,257,232,25,530,125,367,54,176,5.271551724137931,15,58.05058365758755,updates.20050116.1025.json
4,0.3592318304180829,0.0172828787433547,0.3560754283543918,0.0172828787433548,0.444743935309973,0.2697091754852813,85.86666666666663,48.67026678141143,0.1696969696969697,0.0202263599853961,0.4211022675553595,0.0423614165660931,30,2.77710843373494,5,2.3313253012048194,1.0,0.0916747857933654,33,1.1024096385542168,1.0,0.0366793235527776,22.0,7.376592347446818,8.0,6.246987951807229,357,329,25,596,129,392,56,147,5.087349397590361,18,56.63305322128851,updates.20050113.2305.json
5,0.3837211871878651,0.014268388243501,0.3797194468434306,0.014268388243501,0.3742424242424242,0.2295703872788941,113.2166666666665,62.98200466648056,0.145748987854251,0.0126354969309129,0.4692377731892626,0.0284286157092606,34,2.6129032258064515,5,2.282258064516129,1.0,0.0629173914847539,43,1.0524193548387095,1.0,0.0269550097842715,36.0,8.668377719204331,12.0,8.596774193548388,410,358,24,1083,145,599,40,191,5.738341968911917,15,64.00487804878048,updates.20050113.1250.json
6,0.2519875010912544,0.0158422684773448,0.2466318353805426,0.0158422684773448,0.3606299212598425,0.2272057683493635,102.8547619047618,58.6023561703997,0.1266375545851528,0.01553066261629,0.3817981811430989,0.0322182790270942,27,2.860869565217391,5,2.395652173913044,1.0,0.0854911061280766,49,1.6434782608695653,0.4375,0.0317939553210034,24.0,7.591028532765018,12.0,9.02608695652174,519,487,29,1284,252,783,144,275,5.120654396728017,31,63.20038535645472,updates.20050113.1600.json
7,0.2838132291622586,0.0120207918312144,0.2822170312018516,0.0120207918312144,0.3879310344827586,0.2444832896188917,123.23333333333316,72.45513676565338,0.1222222222222222,0.0126281262812627,0.3464596898898381,0.0292282175699708,30,2.804428044280443,6,2.3616236162361623,1.0,0.070770238858901,50,1.4723247232472323,0.3333333333333333,0.0289839495684849,33.0,10.652445957053104,10.0,7.332103321033211,858,791,67,1996,313,1368,146,311,5.839443742098609,16,60.35664335664335,updates.20030123.2200.json
8,0.2112552323632179,0.0042912357493662,0.2089723886058647,0.0042912357493662,0.3756345177664975,0.2299978072027802,360.60952380952176,200.4033683017726,0.1068796068796068,0.0045763554966008,0.3657573976703854,0.0134863547143943,119,3.296932515337424,8,2.3337423312883434,1.0,0.0571385754936802,191,2.28957055214724,1.0,0.0287651011293686,87.0,14.12272054588924,12.0,9.239263803680982,3259,2969,147,7115,1067,5423,830,668,5.8364276568501925,22,98.45842282908868,updates.20140403.1020.json
9,0.3629568137818488,0.0235571914716299,0.3572421283328146,0.0235571914716299,0.449438202247191,0.2729012972698648,63.41666666666671,36.34665486029122,0.1833333333333333,0.0280991735537189,0.4125145628656601,0.0503916966130277,20,2.7851239669421486,5,2.4297520661157024,1.0,0.0601867837660893,33,1.5867768595041325,0.2,0.0329808506934251,20.0,6.18123870134079,8.0,5.975206611570248,268,247,21,695,133,468,23,169,5.275303643724697,16,61.19402985074627,updates.20050118.1210.json
